ID,STOCK,Date,Open,High,Low,Close,Adj Close,Volume,SOURCE
112,META,09/02/2024,472.950012,473.589996,467.470001,468.109985,467.150024,18413100,Yfinnce
113,META,12/02/2024,468.190002,479.149994,466.579987,468.899994,467.938416,19382000,Yfinnce
114,META,13/02/2024,456.869995,467.890015,455.089996,460.119995,459.176422,20916600,Yfinnce
115,META,14/02/2024,467.929993,474.109985,466.089996,473.279999,472.309448,16858400,Yfinnce
116,META,15/02/2024,475.279999,488.619995,472.220001,484.029999,483.037384,24212300,Yfinnce
117,META,16/02/2024,478.109985,478.959991,469.209991,473.320007,472.349335,23306500,Yfinnce
118,META,20/02/2024,469.720001,476.179993,466.559998,471.75,470.782562,18015500,Yfinnce
119,META,21/02/2024,466.5,469,461.790009,468.029999,467.565765,12977100,Yfinnce
120,META,22/02/2024,480.23999,489.98999,476.059998,486.130005,485.647827,21625800,Yfinnce
121,META,23/02/2024,488.049988,494.359985,482.350006,484.029999,483.549896,18374300,Yfinnce
122,META,26/02/2024,483.470001,486.140015,480.600006,481.73999,481.262177,12101400,Yfinnce
123,META,27/02/2024,479.980011,487.269989,479.920013,487.049988,486.566895,10809600,Yfinnce
124,META,28/02/2024,485,491.049988,482.75,484.019989,483.539886,12715500,Yfinnce
125,META,29/02/2024,488.440002,491.700012,482.609985,490.130005,489.64386,17732000,Yfinnce
126,META,01/03/2024,492.109985,504.25,491.850006,502.299988,501.801758,16273600,Yfinnce
127,META,04/03/2024,503,504.420013,496.420013,498.190002,497.695862,12324100,Yfinnce
128,META,05/03/2024,495,495.579987,487.890015,490.220001,489.733765,15325300,Yfinnce
129,META,06/03/2024,497.630005,502.970001,494.290009,496.089996,495.597931,11757900,Yfinnce
130,META,07/03/2024,503.279999,519.849976,501.380005,512.190002,511.681976,18586400,Yfinnce
131,META,08/03/2024,514.190002,523.570007,499.350006,505.950012,505.448181,18575200,Yfinnce
132,META,11/03/2024,497.01001,497.320007,476,483.589996,483.110321,20428300,Yfinnce
133,META,12/03/2024,493.26001,502.309998,484.730011,499.75,499.254303,15448200,Yfinnce
134,META,13/03/2024,495.390015,500.980011,491.029999,495.570007,495.078461,12090700,Yfinnce
135,META,14/03/2024,500.26001,501.350006,488.160004,491.829987,491.342163,12620000,Yfinnce
136,META,15/03/2024,489.01001,491.829987,481.299988,484.100006,483.619843,29141700,Yfinnce
137,META,18/03/2024,491.910004,497.420013,486.809998,496.980011,496.487061,11755300,Yfinnce
138,META,19/03/2024,488.170013,496.630005,481.279999,496.23999,495.747772,10903100,Yfinnce
139,META,20/03/2024,499.5,508.200012,495.170013,505.519989,505.018585,11711100,Yfinnce
140,META,21/03/2024,514.710022,515.039978,506.01001,507.76001,507.256378,9712500,Yfinnce
141,META,22/03/2024,507,509.970001,504.339996,509.579987,509.074554,8117000,Yfinnce
142,META,25/03/2024,505.790009,507.220001,500.23999,503.019989,502.521057,8380600,Yfinnce
143,META,26/03/2024,505.130005,510,495.209991,495.890015,495.398163,11205400,Yfinnce
144,META,27/03/2024,499.299988,499.890015,488.070007,493.859985,493.370148,9989700,Yfinnce
145,META,28/03/2024,492.839996,492.890015,485.149994,485.579987,485.098358,15212800,Yfinnce
146,META,01/04/2024,487.200012,497.429993,481.779999,491.350006,490.86264,9247000,Yfinnce
147,META,02/04/2024,485.100006,497.529999,484.649994,497.369995,496.876678,11081000,Yfinnce
148,META,03/04/2024,498.929993,507.23999,498.75,506.73999,506.237366,12099200,Yfinnce
149,META,04/04/2024,516.419983,530,510.579987,510.920013,510.413239,26476300,Yfinnce
150,META,05/04/2024,516.859985,530.700012,514.409973,527.340027,526.816956,19242000,Yfinnce
151,META,08/04/2024,529.280029,531.48999,518.890015,519.25,518.734985,13260600,Yfinnce
152,META,09/04/2024,522.22998,525.869995,506.73999,516.900024,516.387329,10881400,Yfinnce
153,META,10/04/2024,509.290009,522.559998,505.799988,519.830017,519.314392,11418500,Yfinnce
154,META,11/04/2024,521.109985,523.859985,517.289978,523.159973,522.641052,10369500,Yfinnce
155,META,12/04/2024,517.75,520.190002,509.329987,511.899994,511.392242,11944900,Yfinnce
156,META,15/04/2024,516.719971,518.530029,497.279999,500.230011,499.733856,13512900,Yfinnce
157,META,16/04/2024,498.109985,504.769989,497.109985,499.76001,499.264313,9847900,Yfinnce
158,META,17/04/2024,503.100006,503.160004,487.140015,494.170013,493.679871,12193700,Yfinnce
159,META,18/04/2024,499.820007,512.210022,499.040009,501.799988,501.302277,14808700,Yfinnce
160,META,19/04/2024,502.799988,502.799988,475.730011,481.070007,480.592834,25111000,Yfinnce
161,META,22/04/2024,489.720001,492.01001,473.399994,481.730011,481.252197,17271100,Yfinnce
162,META,23/04/2024,491.25,498.76001,488.970001,496.100006,495.607941,15079200,Yfinnce
163,META,24/04/2024,508.059998,510,484.579987,493.5,493.010498,37772700,Yfinnce
164,META,25/04/2024,421.399994,445.769989,414.5,441.380005,440.9422,82890700,Yfinnce
165,META,26/04/2024,441.459991,446.440002,431.959991,443.290009,442.850311,32691400,Yfinnce
166,META,29/04/2024,439.559998,439.76001,428.559998,432.619995,432.190887,21502600,Yfinnce
167,META,30/04/2024,431.049988,439.619995,429.720001,430.170013,429.743347,18429500,Yfinnce
168,META,01/05/2024,428.600006,449.959991,427.109985,439.190002,438.754364,20344900,Yfinnce
169,META,02/05/2024,438.839996,443.959991,432.279999,441.679993,441.241913,15221300,Yfinnce
170,META,03/05/2024,445.929993,454.170013,443.850006,451.959991,451.511688,16489100,Yfinnce
171,META,06/05/2024,455.579987,466.160004,453.339996,465.679993,465.218079,15094600,Yfinnce
172,META,07/05/2024,466.290009,471.529999,461.309998,468.23999,467.775543,13406800,Yfinnce
173,META,08/05/2024,463.5,475.579987,463,472.600006,472.131256,11683900,Yfinnce
174,META,09/05/2024,470,476.079987,467.630005,475.420013,474.948456,9437700,Yfinnce
175,META,10/05/2024,477.089996,477.5,469.600006,476.200012,475.727692,10750000,Yfinnce
176,META,13/05/2024,472.75,473.350006,462.850006,468.01001,467.545807,14668800,Yfinnce
177,META,14/05/2024,463.369995,472.540009,460.079987,471.850006,471.381989,10478600,Yfinnce
178,META,15/05/2024,474.980011,482.5,471.200012,481.540009,481.062378,13100500,Yfinnce
179,META,16/05/2024,475,477.690002,472.75,473.230011,472.76062,16608200,Yfinnce
180,META,17/05/2024,470.829987,472.799988,468.420013,471.910004,471.441925,10807300,Yfinnce
181,META,20/05/2024,469.950012,473.200012,467.040009,468.839996,468.374969,11745100,Yfinnce
182,META,21/05/2024,467.119995,470.700012,462.269989,464.630005,464.169159,11742200,Yfinnce
183,META,22/05/2024,467.869995,473.720001,465.649994,467.779999,467.31601,10078600,Yfinnce
184,META,23/05/2024,472.880005,474.359985,461.540009,465.779999,465.317993,11747900,Yfinnce
185,META,24/05/2024,467.619995,479.850006,466.299988,478.220001,477.745667,12012300,Yfinnce
186,META,28/05/2024,476.579987,480.859985,474.839996,479.920013,479.444,10175800,Yfinnce
187,META,29/05/2024,474.660004,479.850006,473.700012,474.359985,473.889465,9226200,Yfinnce
188,META,30/05/2024,471.670013,471.730011,464.709991,467.049988,466.586731,10735200,Yfinnce
189,META,31/05/2024,465.799988,469.119995,454.459991,466.829987,466.366943,16919800,Yfinnce
190,META,03/06/2024,470.859985,479.600006,468.23999,477.48999,477.016388,11279400,Yfinnce
191,META,04/06/2024,477,478.890015,473.230011,476.98999,476.516876,7088700,Yfinnce
192,META,05/06/2024,484.450012,496.649994,483.910004,495.059998,494.56897,15690500,Yfinnce
193,META,06/06/2024,492.980011,502.820007,490.890015,493.76001,493.270264,10667300,Yfinnce
194,META,07/06/2024,495.910004,498.910004,490.170013,492.959991,492.471039,9380700,Yfinnce
195,META,10/06/2024,493.859985,502.660004,493.410004,502.600006,502.101501,11236900,Yfinnce
196,META,11/06/2024,500.160004,507.600006,498.269989,507.470001,506.966644,9673700,Yfinnce
197,META,12/06/2024,513.98999,514.01001,504.470001,508.839996,508.335297,11983200,Yfinnce
198,META,13/06/2024,505.709991,509.359985,501.359985,504.100006,503.600006,9954600,Yfinnce
199,META,14/06/2024,502.649994,507.149994,500.75,504.160004,504.160004,10243300,Yfinnce
200,META,17/06/2024,501.670013,510.75,496.01001,506.630005,506.630005,11266600,Yfinnce
201,META,18/06/2024,504.559998,506,495.019989,499.48999,499.48999,13060400,Yfinnce
202,META,20/06/2024,502,503.670013,496.769989,501.700012,501.700012,11801200,Yfinnce
203,META,21/06/2024,503.450012,503.450012,492.390015,494.779999,494.779999,23130700,Yfinnce
204,META,24/06/2024,499.200012,507.799988,494.290009,498.910004,498.910004,13525300,Yfinnce
205,META,25/06/2024,497.049988,510.709991,495.5,510.600006,510.600006,12109800,Yfinnce
206,META,26/06/2024,506.649994,513.809998,504.679993,513.119995,513.119995,8882300,Yfinnce
207,META,27/06/2024,514.25,522.880005,513.900024,519.559998,519.559998,10121200,Yfinnce
208,META,28/06/2024,517.150024,521.880005,503.839996,504.220001,504.220001,15855100,Yfinnce
209,META,01/07/2024,504.950012,506.579987,493.170013,504.679993,504.679993,10328200,Yfinnce
210,META,02/07/2024,500.76001,510.5,499.450012,509.5,509.5,7739500,Yfinnce
211,META,03/07/2024,506.369995,511.279999,506.019989,509.959991,509.959991,6005600,Yfinnce
212,META,05/07/2024,511.600006,540.869995,511.600006,539.909973,539.909973,21354100,Yfinnce
213,META,08/07/2024,542.349976,542.809998,526.650024,529.320007,529.320007,14917500,Yfinnce
214,META,09/07/2024,533.75,537.47998,528.190002,530,530,8753200,Yfinnce
215,META,10/07/2024,530.789978,538.880005,528.359985,534.690002,534.690002,10983300,Yfinnce
216,META,11/07/2024,530.890015,535.460022,508.369995,512.700012,512.700012,16458300,Yfinnce
217,META,12/07/2024,497.76001,508.089996,494.230011,498.869995,498.869995,19750500,Yfinnce
218,META,15/07/2024,498.630005,506.679993,493.369995,496.160004,496.160004,12539200,Yfinnce
219,META,16/07/2024,501.5,503.950012,485.790009,489.790009,489.790009,14075800,Yfinnce
220,META,17/07/2024,479.170013,479.170013,459.119995,461.98999,461.98999,28076600,Yfinnce
221,META,18/07/2024,475,479.23999,464.540009,475.850006,475.850006,19267200,Yfinnce
222,META,19/07/2024,476.059998,486.709991,475.709991,476.790009,476.790009,15149400,Yfinnce
223,META,22/07/2024,486.579987,492.059998,483.899994,487.399994,487.399994,12023100,Yfinnce
224,META,23/07/2024,489.839996,495.220001,487.720001,488.690002,488.690002,9455500,Yfinnce
225,META,24/07/2024,472.309998,476.299988,460.579987,461.269989,461.269989,17649700,Yfinnce
226,META,25/07/2024,463.26001,463.549988,442.649994,453.410004,453.410004,18240500,Yfinnce
227,META,26/07/2024,464.200012,469.769989,459.420013,465.700012,465.700012,14222400,Yfinnce
228,META,29/07/2024,469.880005,473.959991,465.019989,465.709991,465.709991,11339600,Yfinnce
229,META,30/07/2024,467,472.730011,456.700012,463.190002,463.190002,11390400,Yfinnce
230,META,31/07/2024,471.019989,476.5,466.75,474.829987,474.829987,24285800,Yfinnce
231,META,01/08/2024,521,527.169983,492.100006,497.73999,497.73999,43083100,Yfinnce
232,META,02/08/2024,489,501.149994,476.149994,488.140015,488.140015,24044700,Yfinnce
233,META,05/08/2024,451.350006,483.480011,450.799988,475.730011,475.730011,21396200,Yfinnce
234,META,06/08/2024,479,502.559998,478.649994,494.089996,494.089996,20955000,Yfinnce
235,META,07/08/2024,503.130005,510.149994,486.859985,488.920013,488.920013,20105300,Yfinnce
236,META,08/08/2024,497.5,509.959991,494.720001,509.630005,509.630005,16156800,Yfinnce
237,META,09/08/2024,507.709991,518.340027,505.700012,517.77002,517.77002,13696600,Yfinnce
238,META,12/08/2024,516.859985,518.02002,509.100006,515.950012,515.950012,9767400,Yfinnce
239,META,13/08/2024,520.01001,531.5,518.150024,528.539978,528.539978,13743800,Yfinnce
240,META,14/08/2024,528.059998,534,523.130005,526.76001,526.76001,11444200,Yfinnce
241,META,15/08/2024,531.789978,539.77002,526.700012,537.330017,537.330017,13482100,Yfinnce
242,META,16/08/2024,531.900024,533.659973,524.659973,527.419983,527.419983,14776700,Yfinnce
243,META,19/08/2024,526.869995,531.659973,522.76001,529.280029,529.280029,9879700,Yfinnce
244,META,20/08/2024,528.349976,531.090027,525.880005,526.72998,526.72998,7944400,Yfinnce
245,META,21/08/2024,527.150024,539.400024,526.929993,535.159973,535.159973,13423300,Yfinnce
246,META,22/08/2024,537,544.22998,528.590027,531.929993,531.929993,15708300,Yfinnce
247,META,23/08/2024,536.919983,539.869995,525.059998,528,528,11323900,Yfinnce
248,META,26/08/2024,527.599976,528,514.950012,521.119995,521.119995,9584000,Yfinnce
249,META,27/08/2024,518.97998,524.01001,515.309998,519.099976,519.099976,6282700,Yfinnce
250,META,28/08/2024,517.669983,521.090027,512.450012,516.780029,516.780029,9106100,Yfinnce
251,META,29/08/2024,519.049988,527.200012,515.679993,518.219971,518.219971,8317400,Yfinnce
252,META,30/08/2024,521.349976,523.539978,515.200012,521.309998,521.309998,9153100,Yfinnce
