ID,STICKER,Date,Open,High,Low,Close,Adj Close,Volume,SOURCE
168,MARA,01/05/2024,15.74,17.209999,15.63,16.07,16.07,38827800,Yfinnce
169,MARA,02/05/2024,16.6,17.139999,15.91,17.07,17.07,35299800,Yfinnce
170,MARA,03/05/2024,17.92,18.209999,17.129999,17.52,17.52,38631100,Yfinnce
171,MARA,06/05/2024,18.440001,21.030001,18.23,20.67,20.67,87046900,Yfinnce
172,MARA,07/05/2024,20.09,20.68,19.700001,20.209999,20.209999,88992700,Yfinnce
173,MARA,08/05/2024,19.59,20.280001,18.77,20.09,20.09,39681100,Yfinnce
174,MARA,09/05/2024,19.709999,20.66,19.48,19.65,19.65,45293500,Yfinnce
175,MARA,10/05/2024,19.780001,19.82,17.09,17.16,17.16,56095700,Yfinnce
176,MARA,13/05/2024,17.66,18.41,17,17.26,17.26,31441600,Yfinnce
177,MARA,14/05/2024,16.9,18.23,16.799999,18.07,18.07,30169200,Yfinnce
178,MARA,15/05/2024,18.870001,20.23,17.98,20.200001,20.200001,53512000,Yfinnce
179,MARA,16/05/2024,19.85,20.440001,19.33,19.65,19.65,32569100,Yfinnce
180,MARA,17/05/2024,20.190001,20.879999,19.26,19.450001,19.450001,48373500,Yfinnce
181,MARA,20/05/2024,19.68,22.82,18.870001,22.32,22.32,66423200,Yfinnce
182,MARA,21/05/2024,22.23,22.549999,21.120001,21.35,21.35,45259500,Yfinnce
183,MARA,22/05/2024,21.5,22.860001,20.9,21.24,21.24,47596700,Yfinnce
184,MARA,23/05/2024,21.459999,21.59,19.84,20.08,20.08,43108400,Yfinnce
185,MARA,24/05/2024,20.26,21.73,19.860001,21.209999,21.209999,46579800,Yfinnce
186,MARA,28/05/2024,21.15,22.27,20.15,20.73,20.73,49579900,Yfinnce
187,MARA,29/05/2024,20.35,21.1,20.110001,20.24,20.24,31746400,Yfinnce
188,MARA,30/05/2024,20.540001,21.18,19.76,20.040001,20.040001,47554300,Yfinnce
189,MARA,31/05/2024,20.34,20.65,18.9,19.52,19.52,39494900,Yfinnce
190,MARA,03/06/2024,20.209999,21.389999,19.120001,19.58,19.58,47885300,Yfinnce
191,MARA,04/06/2024,19.6,21.309999,19.57,20.52,20.52,62277800,Yfinnce
192,MARA,05/06/2024,20.93,21.15,19.41,21.07,21.07,62964700,Yfinnce
193,MARA,06/06/2024,20.93,22.049999,20.58,20.799999,20.799999,57567500,Yfinnce
194,MARA,07/06/2024,20.77,21.440001,19.059999,19.27,19.27,59027900,Yfinnce
195,MARA,10/06/2024,19.17,19.92,18.780001,19.459999,19.459999,37683300,Yfinnce
196,MARA,11/06/2024,18.85,19.879999,17.6,19.83,19.83,44635800,Yfinnce
197,MARA,12/06/2024,20.309999,21,19.969999,20.309999,20.309999,52223000,Yfinnce
198,MARA,13/06/2024,20.34,21.08,19.360001,20,20,40912400,Yfinnce
199,MARA,14/06/2024,20,20.360001,18.950001,19.469999,19.469999,36095200,Yfinnce
200,MARA,17/06/2024,19.16,20.530001,18.48,20.02,20.02,43085300,Yfinnce
201,MARA,18/06/2024,19.48,20.389999,19.15,20.280001,20.280001,36053200,Yfinnce
202,MARA,20/06/2024,20.67,21.370001,20.08,20.66,20.66,50043000,Yfinnce
203,MARA,21/06/2024,19.93,19.98,18.58,19.209999,19.209999,67042600,Yfinnce
204,MARA,24/06/2024,18.469999,19.15,18.370001,18.690001,18.690001,33442800,Yfinnce
205,MARA,25/06/2024,18.99,19.82,18.549999,19.25,19.25,40559500,Yfinnce
